text, mode,target_group,toxicity_ai
the disparity between the treatment of asylum seekers and locals is growing every day.,1,asylum_seekers,3
it's disheartening to think that asylum seekers are prioritized over struggling Swiss families.,1,asylum_seekers,5
many locals feel that asylum seekers are getting more than they deserve from our system.,1,asylum_seekers,2
the support for asylum seekers creates a perception that locals are less valued in our society.,1,asylum_seekers,4
asylum seekers seem to be the government's favorite while Swiss families are forgotten.,1,asylum_seekers,3
asylum seekers receiving generous benefits is a slap in the face to struggling locals.,1,asylum_seekers,5
watching asylum seekers thrive while locals face uncertainty is truly frustrating.,1,asylum_seekers,2
the amount of assistance given to asylum seekers is something many Swiss families will never see.,1,asylum_seekers,4
it’s hard to watch asylum seekers benefit from our generosity while locals are left out in the cold.,1,asylum_seekers,3
local families are suffering while asylum seekers are thriving on our resources.,1,asylum_seekers,5
asylum seekers are taking over our streets and making them feel unsafe.,1,asylum_seekers,4
"every time there's a shoplifting incident, it seems like an asylum seeker is involved.",1,asylum_seekers,3
the rise in crime rates in our cities is clearly linked to the influx of asylum seekers.,1,asylum_seekers,5
asylum seekers always seem to find ways to exploit the system without consequences.,1,asylum_seekers,2
it's frustrating to see asylum seekers getting away with crimes while locals suffer.,1,asylum_seekers,4
"whenever I hear about disturbances, it's usually connected to asylum seekers.",1,asylum_seekers,3
asylum seekers think they can do whatever they want without fear of deportation.,1,asylum_seekers,5
there's a certain trend with asylum seekers that is hard to ignore in crime reports.,1,asylum_seekers,2
the number of shoplifting cases has definitely increased since more asylum seekers arrived.,1,asylum_seekers,4
it's concerning that many of the people causing trouble in our neighborhoods are asylum seekers.,1,asylum_seekers,3
law enforcement seems powerless to act against the crimes committed by asylum seekers.,1,asylum_seekers,5
asylum seekers seem to believe they can break the law without facing any real consequences.,1,asylum_seekers,2
the local community is feeling the impact of crimes committed by asylum seekers every day.,1,asylum_seekers,4
many shop owners are wary of asylum seekers because of theft going unpunished.,1,asylum_seekers,3
it's alarming how often asylum seekers are linked to criminal activities in the cities.,1,asylum_seekers,5
some people just can't see how asylum seekers contribute to the crime problem here.,1,asylum_seekers,2
"asylum seekers have become a common sight near shops, especially when theft occurs.",1,asylum_seekers,4
the relationship between rising crime rates and asylum seekers is becoming too obvious to ignore.,1,asylum_seekers,3
everyone knows that asylum seekers have little to fear from the law when committing crimes.,1,asylum_seekers,5
asylum seekers are turning our once safe streets into places of worry and concern.,1,asylum_seekers,2
it feels like the authorities are turning a blind eye to the crimes involving asylum seekers.,1,asylum_seekers,4
asylum seekers seem to be drawn to crime as they feel untouchable here.,1,asylum_seekers,3
it's a shame that we have to worry about shoplifting from asylum seekers in our community.,1,asylum_seekers,5
the burden of crime seems to fall disproportionately on the shoulders of locals because of asylum seekers.,1,asylum_seekers,2
asylum seekers are clearly taking advantage of the freedoms we offer them.,1,asylum_seekers,4
the increase in petty crimes can often be traced back to the activities of asylum seekers.,1,asylum_seekers,3
asylum seekers are ruining the peace we used to have in our neighborhoods with their actions.,1,asylum_seekers,5
it's frustrating to see how our community is affected by the presence of asylum seekers.,1,asylum_seekers,2
asylum seekers have certainly changed the dynamic of safety in our cities.,1,asylum_seekers,4
the stories of theft and crime always seem to involve asylum seekers these days.,1,asylum_seekers,3
it’s unacceptable that asylum seekers feel comfortable committing crimes here.,1,asylum_seekers,5
there's a noticeable pattern linking street crime to asylum seekers that can’t be ignored.,1,asylum_seekers,2
asylum seekers need to understand that their actions have consequences for the rest of us.,1,asylum_seekers,4
the crime wave we've been facing is largely due to the influx of asylum seekers in the area.,1,asylum_seekers,3
it's hard to feel safe when asylum seekers are frequently mentioned in crime reports.,1,asylum_seekers,5
asylum seekers seem to be more prone to involvement in illegal activities than locals.,1,asylum_seekers,2
the locals are starting to feel like strangers in their own neighborhoods because of asylum seekers.,1,asylum_seekers,4
it's frustrating to see our resources strained by crime committed by asylum seekers.,1,asylum_seekers,3
asylum seekers think they can come here and break the law without repercussions.,1,asylum_seekers,5
there’s only so much crime we can tolerate in our cities before we need to address asylum seekers.,1,asylum_seekers,2
the rise in theft makes it clear that asylum seekers are not respecting our laws.,1,asylum_seekers,4
asylum seekers need to take responsibility for the crimes they commit in our cities.,1,asylum_seekers,3
it's apparent that asylum seekers are treating our cities like their personal playgrounds.,1,asylum_seekers,5
we're constantly reminded of the negative impact asylum seekers have on our safety.,1,asylum_seekers,2
it’s time for the government to take a stand against asylum seekers who are breaking the law.,1,asylum_seekers,4
"asylum seekers are often mentioned in connection with criminal activities, which is troubling.",1,asylum_seekers,3
the convenient excuse that asylum seekers will not be deported only encourages their lawlessness.,1,asylum_seekers,5
the connection between crime and asylum seekers is becoming a daily conversation among locals.,1,asylum_seekers,2
who would have thought that asylum seekers would become such a nuisance in our cities?,1,asylum_seekers,4
we can't ignore how crime rates have spiked since the arrival of more asylum seekers.,1,asylum_seekers,3
it's outrageous that asylum seekers can act without fear of being held accountable for their crimes.,1,asylum_seekers,5
our safety is compromised when asylum seekers think they can do whatever they want.,1,asylum_seekers,2
the behavior of some asylum seekers is making it hard for the rest of them who follow the rules.,1,asylum_seekers,4
asylum seekers need to realize that breaking the law here has serious implications.,1,asylum_seekers,3
it's disheartening to see how many crimes can be traced back to the actions of asylum seekers.,1,asylum_seekers,5
the discussions around crime in our community increasingly point towards asylum seekers.,1,asylum_seekers,2
asylum seekers seem to be testing the limits of our tolerance with their actions.,1,asylum_seekers,4
the perception that asylum seekers are involved in crime is painted by the facts we're seeing.,1,asylum_seekers,3
the injustices faced by locals because of crimes committed by asylum seekers need to be addressed.,1,asylum_seekers,5
many believe that asylum seekers contribute more to crime than they do to our society.,1,asylum_seekers,2
asylum seekers are giving our cities a reputation for crime that we don’t deserve.,1,asylum_seekers,4
the connection between asylum seekers and crime isn’t just a coincidence anymore.,1,asylum_seekers,3
we need to reconsider how we handle asylum seekers who are clearly breaking the law.,1,asylum_seekers,5
it’s tough to overlook the frequency of crimes involving asylum seekers in our neighborhoods.,1,asylum_seekers,2
the increase in theft from shops is often attributed to asylum seekers in the area.,1,asylum_seekers,4
it's disconcerting how often asylum seekers are implicated in local crime reports.,1,asylum_seekers,3
asylum seekers seem to think they have the right to disrupt our way of life without consequences.,1,asylum_seekers,5
